Citizenship Country,Apprehension AOR,n_arrests
ECUADOR,Salt Lake City Area of Responsibility,19
ECUADOR,San Antonio Area of Responsibility,122
ECUADOR,San Diego Area of Responsibility,8
ECUADOR,San Francisco Area of Responsibility,5
ECUADOR,Seattle Area of Responsibility,29
ECUADOR,St. Paul Area of Responsibility,564
ECUADOR,Washington Area of Responsibility,12
EGYPT,Atlanta Area of Responsibility,5
EGYPT,Baltimore Area of Responsibility,1
EGYPT,Boston Area of Responsibility,3
EGYPT,Buffalo Area of Responsibility,3
EGYPT,Chicago Area of Responsibility,3
EGYPT,Dallas Area of Responsibility,4
EGYPT,El Paso Area of Responsibility,1
EGYPT,Houston Area of Responsibility,4
EGYPT,Los Angeles Area of Responsibility,1
EGYPT,Miami Area of Responsibility,6
EGYPT,New Orleans Area of Responsibility,15
EGYPT,New York City Area of Responsibility,3
EGYPT,Newark Area of Responsibility,12
EGYPT,Philadelphia Area of Responsibility,10
EGYPT,Phoenix Area of Responsibility,2
EGYPT,San Antonio Area of Responsibility,7
EGYPT,San Francisco Area of Responsibility,3
EGYPT,St. Paul Area of Responsibility,1
EGYPT,Washington Area of Responsibility,1
EL SALVADOR,Atlanta Area of Responsibility,315
EL SALVADOR,Baltimore Area of Responsibility,387
EL SALVADOR,Boston Area of Responsibility,143
EL SALVADOR,Buffalo Area of Responsibility,63
EL SALVADOR,Chicago Area of Responsibility,301
EL SALVADOR,Dallas Area of Responsibility,686
EL SALVADOR,Denver Area of Responsibility,77
EL SALVADOR,Detroit Area of Responsibility,70
EL SALVADOR,El Paso Area of Responsibility,47
EL SALVADOR,HQ Area of Responsibility,1
EL SALVADOR,Harlingen Area of Responsibility,240
EL SALVADOR,Houston Area of Responsibility,1029
EL SALVADOR,Los Angeles Area of Responsibility,319
EL SALVADOR,Miami Area of Responsibility,317
EL SALVADOR,New Orleans Area of Responsibility,568
EL SALVADOR,New York City Area of Responsibility,160
EL SALVADOR,Newark Area of Responsibility,169
EL SALVADOR,Philadelphia Area of Responsibility,91
EL SALVADOR,Phoenix Area of Responsibility,57
EL SALVADOR,Salt Lake City Area of Responsibility,128
EL SALVADOR,San Antonio Area of Responsibility,222
EL SALVADOR,San Diego Area of Responsibility,24
EL SALVADOR,San Francisco Area of Responsibility,180
EL SALVADOR,Seattle Area of Responsibility,27
EL SALVADOR,St. Paul Area of Responsibility,136
EL SALVADOR,Washington Area of Responsibility,709
EQUATORIAL GUINEA,Harlingen Area of Responsibility,2
EQUATORIAL GUINEA,Houston Area of Responsibility,2
ERITREA,Atlanta Area of Responsibility,2
ERITREA,Baltimore Area of Responsibility,2
ERITREA,Buffalo Area of Responsibility,2
ERITREA,Dallas Area of Responsibility,1
ERITREA,Denver Area of Responsibility,2
ERITREA,New Orleans Area of Responsibility,2
ERITREA,Philadelphia Area of Responsibility,1
ERITREA,Phoenix Area of Responsibility,1
ERITREA,Salt Lake City Area of Responsibility,2
ERITREA,San Diego Area of Responsibility,2
ERITREA,Seattle Area of Responsibility,3
ERITREA,St. Paul Area of Responsibility,4
ERITREA,Washington Area of Responsibility,1
ESTONIA,Chicago Area of Responsibility,1
ESTONIA,Philadelphia Area of Responsibility,1
ESWATINI,Dallas Area of Responsibility,1
ETHIOPIA,Atlanta Area of Responsibility,2
ETHIOPIA,Baltimore Area of Responsibility,5
ETHIOPIA,Boston Area of Responsibility,2
ETHIOPIA,Dallas Area of Responsibility,1
ETHIOPIA,Detroit Area of Responsibility,2
ETHIOPIA,New Orleans Area of Responsibility,3
ETHIOPIA,Philadelphia Area of Responsibility,1
ETHIOPIA,Salt Lake City Area of Responsibility,3
ETHIOPIA,San Diego Area of Responsibility,8
ETHIOPIA,St. Paul Area of Responsibility,6
ETHIOPIA,Washington Area of Responsibility,8
FIJI,Los Angeles Area of Responsibility,1
FIJI,Salt Lake City Area of Responsibility,1
FIJI,San Diego Area of Responsibility,1
FIJI,San Francisco Area of Responsibility,3
FIJI,Seattle Area of Responsibility,1
FINLAND,Atlanta Area of Responsibility,1
FINLAND,Washington Area of Responsibility,1
FRANCE,Atlanta Area of Responsibility,4
FRANCE,Baltimore Area of Responsibility,2
FRANCE,Boston Area of Responsibility,2
FRANCE,Buffalo Area of Responsibility,1
FRANCE,Chicago Area of Responsibility,1
FRANCE,Dallas Area of Responsibility,3
FRANCE,Detroit Area of Responsibility,2
FRANCE,Houston Area of Responsibility,1
FRANCE,Los Angeles Area of Responsibility,3
FRANCE,Miami Area of Responsibility,9
FRANCE,New Orleans Area of Responsibility,2
FRANCE,New York City Area of Responsibility,1
FRANCE,Newark Area of Responsibility,3
FRANCE,San Antonio Area of Responsibility,1
FRANCE,Seattle Area of Responsibility,2
FRANCE,Washington Area of Responsibility,5
FRENCH GUIANA,Chicago Area of Responsibility,1
FRENCH GUIANA,Miami Area of Responsibility,1
FRENCH POLYNESIA,Los Angeles Area of Responsibility,1
GABON,Baltimore Area of Responsibility,1
GABON,Dallas Area of Responsibility,1
GABON,Detroit Area of Responsibility,1
GABON,Miami Area of Responsibility,1
GABON,Salt Lake City Area of Responsibility,1
GAMBIA,Atlanta Area of Responsibility,2
GAMBIA,Baltimore Area of Responsibility,2
GAMBIA,Buffalo Area of Responsibility,1
GAMBIA,Chicago Area of Responsibility,1
GAMBIA,Dallas Area of Responsibility,1
GAMBIA,Miami Area of Responsibility,2
GAMBIA,New Orleans Area of Responsibility,2
GAMBIA,Newark Area of Responsibility,1
GAMBIA,Phoenix Area of Responsibility,1
GAMBIA,Seattle Area of Responsibility,1
GAMBIA,Washington Area of Responsibility,2
GEORGIA,Atlanta Area of Responsibility,2
GEORGIA,Baltimore Area of Responsibility,3
GEORGIA,Boston Area of Responsibility,1
GEORGIA,Chicago Area of Responsibility,1
GEORGIA,Denver Area of Responsibility,6
GEORGIA,Detroit Area of Responsibility,4
GEORGIA,HQ Area of Responsibility,1
GEORGIA,Houston Area of Responsibility,2
GEORGIA,Los Angeles Area of Responsibility,1
GEORGIA,Miami Area of Responsibility,1
GEORGIA,New Orleans Area of Responsibility,7
GEORGIA,New York City Area of Responsibility,32
GEORGIA,Newark Area of Responsibility,10
GEORGIA,Philadelphia Area of Responsibility,12
GEORGIA,San Diego Area of Responsibility,1
GEORGIA,San Francisco Area of Responsibility,2
GEORGIA,Washington Area of Responsibility,1
GERMANY,Boston Area of Responsibility,1
GERMANY,Buffalo Area of Responsibility,1
GERMANY,Chicago Area of Responsibility,2
GERMANY,El Paso Area of Responsibility,1
GERMANY,Los Angeles Area of Responsibility,1
GERMANY,Miami Area of Responsibility,7
GERMANY,New Orleans Area of Responsibility,2
GERMANY,Philadelphia Area of Responsibility,3
GERMANY,Phoenix Area of Responsibility,2
GERMANY,Salt Lake City Area of Responsibility,1
GERMANY,San Francisco Area of Responsibility,6
GERMANY,St. Paul Area of Responsibility,2
GERMANY,Washington Area of Responsibility,1
GHANA,Atlanta Area of Responsibility,5
GHANA,Baltimore Area of Responsibility,4
GHANA,Boston Area of Responsibility,4
GHANA,Buffalo Area of Responsibility,5
GHANA,Dallas Area of Responsibility,3
GHANA,Denver Area of Responsibility,2
GHANA,Detroit Area of Responsibility,9
GHANA,Houston Area of Responsibility,3
GHANA,Miami Area of Responsibility,1
GHANA,New Orleans Area of Responsibility,4
GHANA,New York City Area of Responsibility,7
GHANA,Newark Area of Responsibility,8
GHANA,Philadelphia Area of Responsibility,10
GHANA,Phoenix Area of Responsibility,1
GHANA,Salt Lake City Area of Responsibility,2
GHANA,San Diego Area of Responsibility,2
GHANA,Seattle Area of Responsibility,2
GHANA,St. Paul Area of Responsibility,2
GHANA,Washington Area of Responsibility,1
GREECE,Boston Area of Responsibility,1
GREECE,Buffalo Area of Responsibility,1
GREECE,Miami Area of Responsibility,3
GREECE,Newark Area of Responsibility,1
GREECE,Philadelphia Area of Responsibility,1
GREECE,St. Paul Area of Responsibility,2
GRENADA,Atlanta Area of Responsibility,1
GRENADA,Baltimore Area of Responsibility,1
GRENADA,Buffalo Area of Responsibility,1
GRENADA,Detroit Area of Responsibility,1
GRENADA,Washington Area of Responsibility,1
GUADELOUPE,Dallas Area of Responsibility,1
GUADELOUPE,Miami Area of Responsibility,2
GUATEMALA,Atlanta Area of Responsibility,1030
GUATEMALA,Baltimore Area of Responsibility,351
GUATEMALA,Boston Area of Responsibility,398
GUATEMALA,Buffalo Area of Responsibility,78
GUATEMALA,Chicago Area of Responsibility,1601
GUATEMALA,Dallas Area of Responsibility,1145
GUATEMALA,Denver Area of Responsibility,128
GUATEMALA,Detroit Area of Responsibility,356
GUATEMALA,El Paso Area of Responsibility,185
GUATEMALA,Harlingen Area of Responsibility,541
GUATEMALA,Houston Area of Responsibility,1328
GUATEMALA,Los Angeles Area of Responsibility,411
GUATEMALA,Miami Area of Responsibility,2671
GUATEMALA,New Orleans Area of Responsibility,2698
GUATEMALA,New York City Area of Responsibility,171
GUATEMALA,Newark Area of Responsibility,378
GUATEMALA,Philadelphia Area of Responsibility,357
GUATEMALA,Phoenix Area of Responsibility,391
GUATEMALA,Salt Lake City Area of Responsibility,182
GUATEMALA,San Antonio Area of Responsibility,500
GUATEMALA,San Diego Area of Responsibility,87
GUATEMALA,San Francisco Area of Responsibility,172
GUATEMALA,Seattle Area of Responsibility,146
GUATEMALA,St. Paul Area of Responsibility,514
GUATEMALA,Washington Area of Responsibility,472
GUINEA,Atlanta Area of Responsibility,5
GUINEA,Baltimore Area of Responsibility,2
GUINEA,Boston Area of Responsibility,1
GUINEA,Buffalo Area of Responsibility,6
GUINEA,Chicago Area of Responsibility,4
GUINEA,Dallas Area of Responsibility,1
GUINEA,Detroit Area of Responsibility,2
GUINEA,Miami Area of Responsibility,1
GUINEA,New Orleans Area of Responsibility,2
GUINEA,New York City Area of Responsibility,5
GUINEA,Newark Area of Responsibility,6
GUINEA,Philadelphia Area of Responsibility,7
GUINEA,Phoenix Area of Responsibility,4
GUINEA,Salt Lake City Area of Responsibility,1
GUINEA,San Diego Area of Responsibility,15
GUINEA,San Francisco Area of Responsibility,2
GUINEA,Seattle Area of Responsibility,2
GUINEA,St. Paul Area of Responsibility,2
GUINEA,Washington Area of Responsibility,1
GUINEA-BISSAU,New Orleans Area of Responsibility,1
GUYANA,Atlanta Area of Responsibility,2
GUYANA,Baltimore Area of Responsibility,1
GUYANA,Boston Area of Responsibility,2
GUYANA,Buffalo Area of Responsibility,21
GUYANA,Chicago Area of Responsibility,1
GUYANA,Dallas Area of Responsibility,1
GUYANA,Houston Area of Responsibility,1
GUYANA,Miami Area of Responsibility,6
GUYANA,New Orleans Area of Responsibility,4
GUYANA,New York City Area of Responsibility,7
GUYANA,Newark Area of Responsibility,12
GUYANA,Philadelphia Area of Responsibility,8
GUYANA,Salt Lake City Area of Responsibility,1
GUYANA,Seattle Area of Responsibility,1
GUYANA,St. Paul Area of Responsibility,1
HAITI,Atlanta Area of Responsibility,28
HAITI,Baltimore Area of Responsibility,13
HAITI,Boston Area of Responsibility,78
HAITI,Buffalo Area of Responsibility,13
HAITI,Chicago Area of Responsibility,34
HAITI,Denver Area of Responsibility,3
HAITI,Detroit Area of Responsibility,10
HAITI,El Paso Area of Responsibility,1
HAITI,Harlingen Area of Responsibility,4
HAITI,Houston Area of Responsibility,3
HAITI,Los Angeles Area of Responsibility,2
HAITI,Miami Area of Responsibility,321
HAITI,New Orleans Area of Responsibility,24
HAITI,New York City Area of Responsibility,6
HAITI,Newark Area of Responsibility,40
HAITI,Philadelphia Area of Responsibility,28
HAITI,Phoenix Area of Responsibility,2
HAITI,San Antonio Area of Responsibility,19
HAITI,San Diego Area of Responsibility,3
HAITI,San Francisco Area of Responsibility,1
HAITI,Seattle Area of Responsibility,7
HAITI,St. Paul Area of Responsibility,5
HAITI,Washington Area of Responsibility,3
HONDURAS,Atlanta Area of Responsibility,1021
HONDURAS,Baltimore Area of Responsibility,342
HONDURAS,Boston Area of Responsibility,134
HONDURAS,Buffalo Area of Responsibility,55
HONDURAS,Chicago Area of Responsibility,1289
HONDURAS,Dallas Area of Responsibility,1657
HONDURAS,Denver Area of Responsibility,180
HONDURAS,Detroit Area of Responsibility,211
HONDURAS,El Paso Area of Responsibility,131
HONDURAS,HQ Area of Responsibility,1
HONDURAS,Harlingen Area of Responsibility,727
HONDURAS,Houston Area of Responsibility,2396
HONDURAS,Los Angeles Area of Responsibility,230
HONDURAS,Miami Area of Responsibility,1506
HONDURAS,New Orleans Area of Responsibility,2442
HONDURAS,New York City Area of Responsibility,161
HONDURAS,Newark Area of Responsibility,312
HONDURAS,Philadelphia Area of Responsibility,155
HONDURAS,Phoenix Area of Responsibility,145
HONDURAS,Salt Lake City Area of Responsibility,421
HONDURAS,San Antonio Area of Responsibility,1649
HONDURAS,San Diego Area of Responsibility,23
HONDURAS,San Francisco Area of Responsibility,251
HONDURAS,Seattle Area of Responsibility,186
HONDURAS,St. Paul Area of Responsibility,234
HONDURAS,Washington Area of Responsibility,548
HONG KONG,Dallas Area of Responsibility,1
HONG KONG,Los Angeles Area of Responsibility,1
HONG KONG,Miami Area of Responsibility,1
HONG KONG,Salt Lake City Area of Responsibility,1
HONG KONG,San Francisco Area of Responsibility,1
HONG KONG,Seattle Area of Responsibility,1
HUNGARY,Miami Area of Responsibility,11
HUNGARY,Newark Area of Responsibility,4
HUNGARY,San Antonio Area of Responsibility,1
HUNGARY,Washington Area of Responsibility,2
ICELAND,Baltimore Area of Responsibility,1
INDIA,Atlanta Area of Responsibility,35
INDIA,Baltimore Area of Responsibility,4
INDIA,Boston Area of Responsibility,19
INDIA,Buffalo Area of Responsibility,24
INDIA,Chicago Area of Responsibility,105
INDIA,Dallas Area of Responsibility,23
INDIA,Denver Area of Responsibility,13
INDIA,Detroit Area of Responsibility,20
INDIA,El Paso Area of Responsibility,2
INDIA,Harlingen Area of Responsibility,4
INDIA,Houston Area of Responsibility,13
INDIA,Los Angeles Area of Responsibility,14
INDIA,Miami Area of Responsibility,50
INDIA,New Orleans Area of Responsibility,53
INDIA,New York City Area of Responsibility,38
INDIA,Newark Area of Responsibility,36
INDIA,Philadelphia Area of Responsibility,27
INDIA,Phoenix Area of Responsibility,23
INDIA,Salt Lake City Area of Responsibility,10
INDIA,San Antonio Area of Responsibility,11
INDIA,San Diego Area of Responsibility,2
INDIA,San Francisco Area of Responsibility,29
INDIA,Seattle Area of Responsibility,194
INDIA,St. Paul Area of Responsibility,16
INDIA,Washington Area of Responsibility,5
INDONESIA,Boston Area of Responsibility,1
INDONESIA,Chicago Area of Responsibility,2
INDONESIA,Dallas Area of Responsibility,1
INDONESIA,Denver Area of Responsibility,1
INDONESIA,Los Angeles Area of Responsibility,1
INDONESIA,Miami Area of Responsibility,2
INDONESIA,New Orleans Area of Responsibility,13
IRAN,Chicago Area of Responsibility,2
IRAN,Dallas Area of Responsibility,12
IRAN,Denver Area of Responsibility,1
IRAN,El Paso Area of Responsibility,3
IRAN,Houston Area of Responsibility,15
IRAN,Los Angeles Area of Responsibility,8
IRAN,New Orleans Area of Responsibility,7
IRAN,Philadelphia Area of Responsibility,1
IRAN,Phoenix Area of Responsibility,1
IRAN,Salt Lake City Area of Responsibility,1
IRAN,San Antonio Area of Responsibility,29
IRAN,San Diego Area of Responsibility,2
IRAN,San Francisco Area of Responsibility,4
IRAN,Seattle Area of Responsibility,2
IRAN,Washington Area of Responsibility,3
IRAQ,Baltimore Area of Responsibility,1
IRAQ,Boston Area of Responsibility,2
IRAQ,Buffalo Area of Responsibility,1
IRAQ,Chicago Area of Responsibility,6
IRAQ,Dallas Area of Responsibility,4
IRAQ,Detroit Area of Responsibility,9
IRAQ,Houston Area of Responsibility,3
IRAQ,Los Angeles Area of Responsibility,3
IRAQ,Miami Area of Responsibility,1
IRAQ,New Orleans Area of Responsibility,6
IRAQ,Philadelphia Area of Responsibility,2
IRAQ,Phoenix Area of Responsibility,2
IRAQ,Salt Lake City Area of Responsibility,3
IRAQ,San Antonio Area of Responsibility,1
IRAQ,San Diego Area of Responsibility,4
IRAQ,Seattle Area of Responsibility,1
IRAQ,St. Paul Area of Responsibility,2
IRAQ,Washington Area of Responsibility,3
IRELAND,Atlanta Area of Responsibility,1
IRELAND,Boston Area of Responsibility,11
IRELAND,Dallas Area of Responsibility,2
IRELAND,Miami Area of Responsibility,1
IRELAND,New Orleans Area of Responsibility,5
IRELAND,New York City Area of Responsibility,4
IRELAND,Newark Area of Responsibility,4
IRELAND,Philadelphia Area of Responsibility,5
IRELAND,San Francisco Area of Responsibility,1
IRELAND,Seattle Area of Responsibility,1
IRELAND,St. Paul Area of Responsibility,1
IRELAND,Washington Area of Responsibility,1
ISRAEL,Atlanta Area of Responsibility,1
ISRAEL,Boston Area of Responsibility,3
ISRAEL,Chicago Area of Responsibility,5
ISRAEL,Dallas Area of Responsibility,2
ISRAEL,Detroit Area of Responsibility,2
ISRAEL,Los Angeles Area of Responsibility,4
ISRAEL,Miami Area of Responsibility,6
ISRAEL,New Orleans Area of Responsibility,3
ISRAEL,New York City Area of Responsibility,1
ISRAEL,Newark Area of Responsibility,3
ISRAEL,Philadelphia Area of Responsibility,3
ISRAEL,Phoenix Area of Responsibility,1
ISRAEL,Salt Lake City Area of Responsibility,2
ISRAEL,San Antonio Area of Responsibility,2
ISRAEL,Seattle Area of Responsibility,1
ISRAEL,St. Paul Area of Responsibility,1
ISRAEL,Washington Area of Responsibility,2
ITALY,Atlanta Area of Responsibility,5
ITALY,Boston Area of Responsibility,5
ITALY,Chicago Area of Responsibility,4
ITALY,Dallas Area of Responsibility,4
ITALY,Denver Area of Responsibility,1
ITALY,Houston Area of Responsibility,2
ITALY,Los Angeles Area of Responsibility,3
ITALY,Miami Area of Responsibility,20
ITALY,New Orleans Area of Responsibility,2
ITALY,New York City Area of Responsibility,1
ITALY,Newark Area of Responsibility,4
ITALY,Philadelphia Area of Responsibility,4
ITALY,Phoenix Area of Responsibility,2
ITALY,Salt Lake City Area of Responsibility,4
ITALY,San Diego Area of Responsibility,2
ITALY,San Francisco Area of Responsibility,2
ITALY,Washington Area of Responsibility,1
IVORY COAST,Atlanta Area of Responsibility,2
IVORY COAST,Boston Area of Responsibility,1
IVORY COAST,Buffalo Area of Responsibility,2
IVORY COAST,Chicago Area of Responsibility,1
IVORY COAST,Dallas Area of Responsibility,1
IVORY COAST,Houston Area of Responsibility,1
IVORY COAST,Miami Area of Responsibility,1
IVORY COAST,New Orleans Area of Responsibility,1
IVORY COAST,Newark Area of Responsibility,2
IVORY COAST,Philadelphia Area of Responsibility,1
IVORY COAST,Phoenix Area of Responsibility,2
IVORY COAST,Salt Lake City Area of Responsibility,1
IVORY COAST,San Antonio Area of Responsibility,1
IVORY COAST,St. Paul Area of Responsibility,2
JAMAICA,Atlanta Area of Responsibility,74
JAMAICA,Baltimore Area of Responsibility,11
JAMAICA,Boston Area of Responsibility,59
JAMAICA,Buffalo Area of Responsibility,69
JAMAICA,Chicago Area of Responsibility,18
JAMAICA,Dallas Area of Responsibility,13
JAMAICA,Denver Area of Responsibility,7
JAMAICA,Detroit Area of Responsibility,20
JAMAICA,El Paso Area of Responsibility,3
JAMAICA,HQ Area of Responsibility,1
JAMAICA,Harlingen Area of Responsibility,2
JAMAICA,Houston Area of Responsibility,7
JAMAICA,Los Angeles Area of Responsibility,17
JAMAICA,Miami Area of Responsibility,274
JAMAICA,New Orleans Area of Responsibility,100
JAMAICA,New York City Area of Responsibility,110
JAMAICA,Newark Area of Responsibility,51
JAMAICA,Philadelphia Area of Responsibility,71
JAMAICA,Phoenix Area of Responsibility,7
JAMAICA,Salt Lake City Area of Responsibility,3
JAMAICA,San Antonio Area of Responsibility,2
JAMAICA,San Diego Area of Responsibility,7
JAMAICA,San Francisco Area of Responsibility,4
JAMAICA,Seattle Area of Responsibility,3
JAMAICA,St. Paul Area of Responsibility,6
JAMAICA,Washington Area of Responsibility,3
JAPAN,Atlanta Area of Responsibility,1
JAPAN,Buffalo Area of Responsibility,1
JAPAN,Chicago Area of Responsibility,1
JAPAN,Los Angeles Area of Responsibility,1
JAPAN,Salt Lake City Area of Responsibility,1
JAPAN,San Francisco Area of Responsibility,1
JORDAN,Atlanta Area of Responsibility,2
JORDAN,Boston Area of Responsibility,2
JORDAN,Buffalo Area of Responsibility,1
JORDAN,Chicago Area of Responsibility,12
JORDAN,Dallas Area of Responsibility,17
JORDAN,Denver Area of Responsibility,2
JORDAN,Detroit Area of Responsibility,5
JORDAN,Harlingen Area of Responsibility,1
JORDAN,Houston Area of Responsibility,8
JORDAN,Los Angeles Area of Responsibility,4
JORDAN,Miami Area of Responsibility,8
JORDAN,New Orleans Area of Responsibility,7
JORDAN,New York City Area of Responsibility,1
JORDAN,Newark Area of Responsibility,2
JORDAN,Philadelphia Area of Responsibility,3
JORDAN,Phoenix Area of Responsibility,1
JORDAN,Salt Lake City Area of Responsibility,2
JORDAN,San Antonio Area of Responsibility,7
JORDAN,San Diego Area of Responsibility,3
JORDAN,San Francisco Area of Responsibility,3
JORDAN,Seattle Area of Responsibility,2
JORDAN,St. Paul Area of Responsibility,3
JORDAN,Washington Area of Responsibility,7
KAZAKHSTAN,Boston Area of Responsibility,1
KAZAKHSTAN,Detroit Area of Responsibility,1
KAZAKHSTAN,El Paso Area of Responsibility,1
KAZAKHSTAN,Los Angeles Area of Responsibility,5
KAZAKHSTAN,Miami Area of Responsibility,1
KAZAKHSTAN,New Orleans Area of Responsibility,2
KAZAKHSTAN,New York City Area of Responsibility,1
KAZAKHSTAN,San Diego Area of Responsibility,1
KAZAKHSTAN,San Francisco Area of Responsibility,1
KAZAKHSTAN,St. Paul Area of Responsibility,1
KENYA,Atlanta Area of Responsibility,8
KENYA,Baltimore Area of Responsibility,2
KENYA,Boston Area of Responsibility,5
KENYA,Chicago Area of Responsibility,9
KENYA,Dallas Area of Responsibility,9
KENYA,El Paso Area of Responsibility,2
KENYA,Los Angeles Area of Responsibility,1
KENYA,Miami Area of Responsibility,5
KENYA,New Orleans Area of Responsibility,10
KENYA,Newark Area of Responsibility,2
KENYA,Philadelphia Area of Responsibility,6
KENYA,Phoenix Area of Responsibility,2
KENYA,Salt Lake City Area of Responsibility,1
KENYA,San Antonio Area of Responsibility,2
KENYA,Seattle Area of Responsibility,5
KENYA,St. Paul Area of Responsibility,4
KENYA,Washington Area of Responsibility,2
KOREA,Dallas Area of Responsibility,2
KOREA,Detroit Area of Responsibility,1
KOREA,Los Angeles Area of Responsibility,2
KOREA,Washington Area of Responsibility,1
KOSOVO,Atlanta Area of Responsibility,1
KOSOVO,Chicago Area of Responsibility,1
KOSOVO,Dallas Area of Responsibility,2
KOSOVO,Detroit Area of Responsibility,1
KOSOVO,Miami Area of Responsibility,1
KOSOVO,New York City Area of Responsibility,3
KOSOVO,Philadelphia Area of Responsibility,2
KOSOVO,Phoenix Area of Responsibility,1
KOSOVO,San Antonio Area of Responsibility,5
KUWAIT,Buffalo Area of Responsibility,1
KUWAIT,Los Angeles Area of Responsibility,1
KUWAIT,New Orleans Area of Responsibility,3
KYRGYZSTAN,Atlanta Area of Responsibility,1
KYRGYZSTAN,Boston Area of Responsibility,1
KYRGYZSTAN,Chicago Area of Responsibility,3
KYRGYZSTAN,Denver Area of Responsibility,7
KYRGYZSTAN,Detroit Area of Responsibility,3
KYRGYZSTAN,Los Angeles Area of Responsibility,2
KYRGYZSTAN,Miami Area of Responsibility,1
KYRGYZSTAN,New York City Area of Responsibility,1
KYRGYZSTAN,Newark Area of Responsibility,1
KYRGYZSTAN,Philadelphia Area of Responsibility,2
KYRGYZSTAN,Seattle Area of Responsibility,1
LAOS,Atlanta Area of Responsibility,4
LAOS,Boston Area of Responsibility,1
LAOS,Buffalo Area of Responsibility,2
LAOS,Chicago Area of Responsibility,4
LAOS,Dallas Area of Responsibility,4
LAOS,Houston Area of Responsibility,5
LAOS,Los Angeles Area of Responsibility,4
LAOS,New Orleans Area of Responsibility,12
LAOS,Newark Area of Responsibility,1
LAOS,Philadelphia Area of Responsibility,2
LAOS,Salt Lake City Area of Responsibility,1
LAOS,San Diego Area of Responsibility,2
LAOS,San Francisco Area of Responsibility,19
LAOS,Seattle Area of Responsibility,3
LAOS,St. Paul Area of Responsibility,8
LATVIA,Boston Area of Responsibility,1
LATVIA,Denver Area of Responsibility,1
LATVIA,Detroit Area of Responsibility,1
LATVIA,Miami Area of Responsibility,2
LATVIA,New Orleans Area of Responsibility,3
LATVIA,New York City Area of Responsibility,1
LATVIA,Newark Area of Responsibility,2
LATVIA,Salt Lake City Area of Responsibility,1
LEBANON,Atlanta Area of Responsibility,1
LEBANON,Dallas Area of Responsibility,1
LEBANON,Detroit Area of Responsibility,6
LEBANON,Houston Area of Responsibility,1
LEBANON,Los Angeles Area of Responsibility,3
LEBANON,Miami Area of Responsibility,2
LEBANON,New Orleans Area of Responsibility,2
LEBANON,Newark Area of Responsibility,3
LEBANON,Phoenix Area of Responsibility,1
LEBANON,San Antonio Area of Responsibility,12
LIBERIA,Atlanta Area of Responsibility,7
LIBERIA,Baltimore Area of Responsibility,3
LIBERIA,Boston Area of Responsibility,3
LIBERIA,Buffalo Area of Responsibility,1
LIBERIA,Chicago Area of Responsibility,2
LIBERIA,Dallas Area of Responsibility,1
LIBERIA,Detroit Area of Responsibility,3
LIBERIA,El Paso Area of Responsibility,2
LIBERIA,Houston Area of Responsibility,3
LIBERIA,Los Angeles Area of Responsibility,2
LIBERIA,Miami Area of Responsibility,1
LIBERIA,New Orleans Area of Responsibility,4
LIBERIA,New York City Area of Responsibility,1
LIBERIA,Newark Area of Responsibility,3
LIBERIA,Philadelphia Area of Responsibility,18
LIBERIA,Phoenix Area of Responsibility,4
LIBERIA,Salt Lake City Area of Responsibility,1
LIBERIA,San Francisco Area of Responsibility,1
LIBERIA,St. Paul Area of Responsibility,19
LIBERIA,Washington Area of Responsibility,2
LIBYA,Buffalo Area of Responsibility,1
LIBYA,San Francisco Area of Responsibility,2
LITHUANIA,Miami Area of Responsibility,5
LITHUANIA,New Orleans Area of Responsibility,1
LITHUANIA,Newark Area of Responsibility,1
LITHUANIA,San Francisco Area of Responsibility,1
LITHUANIA,St. Paul Area of Responsibility,2
MALAWI,Boston Area of Responsibility,1
MALAWI,Chicago Area of Responsibility,1
MALAYSIA,Dallas Area of Responsibility,3
MALAYSIA,New Orleans Area of Responsibility,2
MALAYSIA,New York City Area of Responsibility,2
MALAYSIA,Washington Area of Responsibility,1
MALI,Atlanta Area of Responsibility,2
MALI,Buffalo Area of Responsibility,3
MALI,Denver Area of Responsibility,1
MALI,Houston Area of Responsibility,1
MALI,Newark Area of Responsibility,1
MALI,Philadelphia Area of Responsibility,4
MALI,Phoenix Area of Responsibility,1
MALI,San Antonio Area of Responsibility,3
MALI,San Francisco Area of Responsibility,1
MALI,Washington Area of Responsibility,1
MALTA,New Orleans Area of Responsibility,1
MARSHALL ISLANDS,Chicago Area of Responsibility,1
MARSHALL ISLANDS,Dallas Area of Responsibility,3
MARSHALL ISLANDS,Houston Area of Responsibility,1
MARSHALL ISLANDS,Los Angeles Area of Responsibility,1
MARSHALL ISLANDS,New Orleans Area of Responsibility,114
MARSHALL ISLANDS,New York City Area of Responsibility,1
MARSHALL ISLANDS,Salt Lake City Area of Responsibility,3
MARSHALL ISLANDS,San Francisco Area of Responsibility,6
MARSHALL ISLANDS,Seattle Area of Responsibility,1
MARSHALL ISLANDS,St. Paul Area of Responsibility,3
MAURITANIA,Atlanta Area of Responsibility,2
MAURITANIA,Buffalo Area of Responsibility,2
MAURITANIA,Chicago Area of Responsibility,35
MAURITANIA,Dallas Area of Responsibility,6
MAURITANIA,Denver Area of Responsibility,1
MAURITANIA,Detroit Area of Responsibility,13
MAURITANIA,Houston Area of Responsibility,1
MAURITANIA,Los Angeles Area of Responsibility,2
